# Session 16 Wikidata volleyball expansion (2026-09-07). selection audit (generated 2026-09-07).
# entryId	qid	group	name	dob	age	country	handles	referenceUrls	wiki	teams	flags
W-2026-1120	Q58893891	intl	Natalia Metaxa	1992-06-08	34	Greece	Instagram:natalia.mtx	http://www.worldofvolley.com/wov-community/players/98551.html	-	-	-
W-2026-1121	Q58948373	intl	Anna Karpouza	1990-01-09	36	Greece	Instagram:anna_k_z	http://www.worldofvolley.com/wov-community/players/21033.html	-	-	-
W-2026-1122	Q59858417	intl	Aleksandra Jegdić	1994-10-09	31	Serbia	Instagram:aleksandra1jegdic	-	https://en.wikipedia.org/wiki/Aleksandra_Jegdi%C4%87	-	-
W-2026-1123	Q60462758	intl	Kayla Haneline	1994-07-04	32	United States	Instagram:kaylareahane	https://unipanthers.com/sports/womens-volleyball/roster/kayla-haneline/3274	https://en.wikipedia.org/wiki/Kayla_Haneline	-	-
W-2026-1124	Q63431944	intl	Bethany Zummo	1993-02-15	33	United States	Instagram:bethanyzummo	-	https://en.wikipedia.org/wiki/Bethany_Zummo	-	-
W-2026-1125	Q64005019	beach	Resmiye Çakmak	1994-06-06	32	Turkey	Instagram:resmiyecakmak	http://www.bvbinfo.com/player.asp?ID=15061	-	-	-
W-2026-1126	Q64951455	beach	Fernanda Pereyra	1991-06-30	35	Argentina	Instagram:ferpereyra2;X:ferpereyra02	http://www.bvbinfo.com/player.asp?ID=18220	https://en.wikipedia.org/wiki/Fernanda_Pereyra	-	-
W-2026-1127	Q65162192	beach	Sophie Bukovec	1995-01-01	31	Canada	Instagram:sophiebukovec	-	https://en.wikipedia.org/wiki/Sophie_Bukovec	-	DOB_JAN1_POSSIBLE_YEAR_PRECISION
W-2026-1128	Q65718629	intl	Sherilyn Bashorun	1993-09-26	32	Cameroon; France	Instagram:adebash_16	http://www.worldofvolley.com/wov-community/players/12136.html	-	-	-
W-2026-1129	Q66124507	beach	Nora Darrhar	1992-08-21	34	Morocco	Instagram:darrharnora;X:ndarrhar	http://www.bvbinfo.com/player.asp?ID=17757	-	-	-
W-2026-1130	Q66811142	intl	Barbora Koseková	1994-11-22	31	Slovakia	Instagram:baarbor	http://www.svf.sk/sk/reprezentacia/zeny/repre/nahravac/barbora-kosekova/;https://brse.hu/player/kosekov%C3%A1-barbora/	https://en.wikipedia.org/wiki/Barbora_Kosekov%C3%A1	-	-
W-2026-1131	Q66906564	beach	Martina Šamadan	1993-09-11	32	Croatia	Instagram:martina.samadan	https://www.cev.eu/PlayerDetail.aspx?PlayerID=6150	https://en.wikipedia.org/wiki/Martina_%C5%A0amadan	-	-
W-2026-1132	Q67496341	intl	Mahsa Kadkhoda	1993-06-22	33	UNKNOWN	Instagram:mahsakadkhoda11	http://www.worldofvolley.com/wov-community/players/90328.html	https://en.wikipedia.org/wiki/Mahsa_Kadkhoda	-	COUNTRY_NOT_RECORDED
W-2026-1133	Q67942916	intl	Sofija Medić	1991-01-10	35	Serbia	Instagram:sofija_medic_sosa	https://www.cev.eu/PlayerDetail.aspx?PlayerID=21128	-	-	-
W-2026-1134	Q68017126	intl	Ragni Steen Knudsen	1995-07-24	31	Norway	Instagram:ragniii	https://www.cev.eu/PlayerDetail.aspx?PlayerID=51991	-	-	-
W-2026-1135	Q68224503	intl	Laura Miloš	1994-10-20	31	UNKNOWN	Instagram:lauramilos	https://en.volleyballworld.com/volleyball/competitions/women-worldchampionship-2022/players/170571	https://en.wikipedia.org/wiki/Laura_Milo%C5%A1	-	COUNTRY_NOT_RECORDED
W-2026-1136	Q71717363	beach	Megan Nagy	1989-11-30	36	Canada	Instagram:megannag_y;X:megannag_y	https://volleyball.ca/en/athletes/megan-nagy	-	-	-
W-2026-1137	Q71719065	beach	Tori Cowley	1988-09-24	37	Canada	Instagram:toricowley	http://www.bvbinfo.com/player.asp?ID=9514	-	-	-
W-2026-1138	Q71719490	beach	Kerri Battiston	1989-06-18	37	Canada	Instagram:klynnbatti;X:klsmit	http://www.bvbinfo.com/player.asp?ID=14776	-	-	-
W-2026-1139	Q78885387	intl	Olga Vergidou	1991-12-17	34	Greece	Instagram:olgaver13	http://www.worldofvolley.com/wov-community/players/46535.html	-	-	-
W-2026-1140	Q87256477	ncaa	Cassidy Baird	1995-10-14	30	United States	Instagram:cassie_baird2	https://denverpioneers.com/sports/womens-volleyball/roster/cassie-baird/2403	-	Denver Pioneers women's volleyball	-
W-2026-1141	Q87345654	intl	Danielle Harbin	1995-09-02	31	United States	Instagram:dnllharbin	https://arkansasrazorbacks.com/roster/danielle-harbin/	-	-	-
W-2026-1142	Q92248923	intl	Wilda Siti Nurfadilah Sugandi	1995-02-07	31	Indonesia	Instagram:wildanurfadhilahh	-	https://en.wikipedia.org/wiki/Wilda_Nurfadhilah	-	-
W-2026-1143	Q94013833	intl	Anna Wruck	1993-02-24	33	United States	Instagram:thewruckingball	http://www.tomasikagency.com/profil/anna-wruck	-	-	-
W-2026-1144	Q98456574	intl	Mina Roosta	1993-03-21	33	Iran	Instagram:mina_roosta	-	https://en.wikipedia.org/wiki/Mina_Roosta	-	-
W-2026-1145	Q98704581	intl	Panagiota Dioti	1992-11-13	33	Greece	Instagram:dioti_giota	http://www.worldofvolley.com/wov-community/players/17051.html	-	-	-
W-2026-1146	Q99387328	intl	Alexia Căruțașu	2003-06-10	23	Romania	Instagram:alexiaioanacarutasu	-	https://en.wikipedia.org/wiki/Alexia_C%C4%83ru%C8%9Ba%C8%99u	-	-
W-2026-1147	Q99519745	intl	Konstantina Passia	1993-10-30	32	Greece	Instagram:konstantina_pass	https://www.greekvolley.gr/index.php/component/k2/item/30684-pasia-konstantina.html	-	-	-
W-2026-1148	Q99519790	intl	Eirini Kelesidou	1991-05-16	35	Greece	Instagram:eirini_kelekele	https://www.greekvolley.gr/index.php/news/item/5019-kelessidou-irini.html	-	-	-
W-2026-1149	Q105389038	intl	Maria Genitsaridi	1994-06-03	32	Greece	Instagram:maria_genit	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=745336525&hideHistoryBackButton=true	-	-	-
W-2026-1150	Q105570759	intl	Katsiaryna Sakolchyk	1993-07-27	33	Belarus	Instagram:katerina_sakolchyk	https://www.cev.eu/national-team/european-league/european-golden-league/women/team/12109-belarus/player/6101-sakolchyk-katsiaryna	-	-	-
W-2026-1151	Q105698617	beach	Ester Ribera Boter	1979-08-26	47	Spain	X:riberaester	https://www.fivb.com/en/beachvolleyball/beachplayersdatabase/103388-ester-ribera-boter	-	-	-
W-2026-1152	Q105706739	intl	Han Da-hye	1995-02-28	31	South Korea	Instagram:dahye6398	-	https://en.wikipedia.org/wiki/Han_Da-hye	-	-
W-2026-1153	Q106634121	intl	Anna Church	1993-07-21	33	United States	Instagram:annamariechurchh	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1154	Q106634779	intl	Hannah Dücking	1994-04-26	32	Germany	Instagram:hannah494	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743033092&hideHistoryBackButton=true	-	-	-
W-2026-1155	Q106645112	intl	Clara Fischer	1994-11-24	31	Germany	Instagram:claraafischer	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=743114581&hideHistoryBackButton=true	-	-	-
W-2026-1156	Q106676035	intl	Pinelopi Papastergiou	1995-03-26	31	Greece	Instagram:pinelopi_papast	https://greekvolley.eu/index.php/players/greekwomenplayers/item/23413-papastergiou-pinelopi.html	-	-	-
W-2026-1157	Q106766793	intl	Jenny Wickler	1992-11-23	33	Germany	Instagram:jenny_wickliiee	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=742449942&hideHistoryBackButton=true	-	-	-
W-2026-1158	Q107521419	beach	Gaudencia Makokha	1992-11-15	33	Kenya	Instagram:gaudencia_makokha	https://women.volleybox.net/gaudencia-makokha-p8292/clubs	https://en.wikipedia.org/wiki/Gaudencia_Makokha	-	-
W-2026-1159	Q108064234	beach	Inna Makhno	1994-10-15	31	UNKNOWN	Instagram:innamakhno	-	https://en.wikipedia.org/wiki/Inna_Makhno	-	COUNTRY_NOT_RECORDED
W-2026-1160	Q108064236	beach	Iryna Makhno	1994-10-15	31	UNKNOWN	Instagram:ira_makhno	-	https://en.wikipedia.org/wiki/Iryna_Makhno	-	COUNTRY_NOT_RECORDED
W-2026-1161	Q108223322	intl	Alexis Mathews	1991-01-23	35	United States	Instagram:longarmsdontcare	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1162	Q108326766	intl	Blanca Nualart Barba	1961-02-12	65	Spain	Instagram:blanxnualart;X:bnualart_blanx	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1163	Q108695631	intl	Amandine Giardino	1995-03-30	31	France	Instagram:amandinegiardino	http://www.worldofvolley.com/wov-community/players/17918.html	-	-	-
W-2026-1164	Q109491944	intl	Deniz Barut	1983-03-29	43	Turkey	Instagram:dnzbarut	-	https://en.wikipedia.org/wiki/Deniz_Barut	-	-
W-2026-1165	Q110270297	intl	Nadzeya Vladyka	1992-01-02	34	Belarus	Instagram:nadzeyachernovets	https://bvf.by/player/vladyko-nadezhda/;https://volleybox.net/wd-p7747	-	-	-
W-2026-1166	Q110270344	intl	Anastasiya Kananovich	1993-01-05	33	Belarus	Instagram:nastia_konon1	https://www.cev.eu/national-team/european-league/european-golden-league/women/team/12109-belarus/player/6103-kananovich-anastasiya	-	-	-
W-2026-1167	Q111575339	beach	Kacie MacTavish	1988-10-09	37	Canada	X:KacieMacTavish	https://beach.volleybox.net/kacie-mactavish-p51466	-	-	-
W-2026-1168	Q111577449	beach	Caleigh Whitaker	1990-02-14	36	Canada	Instagram:caleigh.whitaker	https://women.volleybox.net/caleigh-whitaker-p47042/	-	-	-
W-2026-1169	Q111695728	intl	Aïta Gita Gaye	1994-10-07	31	Senegal	Instagram:aitagaye	http://www.todor66.com/volleyball/Africa/Women_2019.html	-	-	-
W-2026-1170	Q112119297	intl	Magdalena Jurczyk	1995-10-28	30	Poland	Instagram:magda.jurczyk	-	https://en.wikipedia.org/wiki/Magdalena_Jurczyk	-	-
W-2026-1171	Q112664015	intl	Lena Zewe	1992-08-02	34	Germany	Instagram:lenazewe	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=750863162&hideHistoryBackButton=true	-	-	-
W-2026-1172	Q112664138	intl	Doreen Werth	1995-09-03	31	Germany	Instagram:_doreenw_	https://www.volleyball-bundesliga.de/popup/teamMember/teamMemberDetails.xhtml?teamMemberId=750273303&hideHistoryBackButton=true	-	-	-
W-2026-1173	Q113620710	beach	Diana Lunina	1992-10-28	33	Ukraine	Instagram:luninadiana	-	https://en.wikipedia.org/wiki/Diana_Lunina	-	-
W-2026-1174	Q113996357	intl	Brenda Graff	1994-07-20	32	Argentina	Instagram:brengraff	https://www.sport.de/volleyball/pe569414/brenda-graff/	-	-	-
W-2026-1175	Q114350368	beach	Geena Urango	1989-08-02	37	UNKNOWN	Instagram:urango	-	https://en.wikipedia.org/wiki/Geena_Urango	-	COUNTRY_NOT_RECORDED
W-2026-1176	Q114631961	intl	Yolla Yuliana	1994-05-16	32	Indonesia	Instagram:yollayuliana1515	https://sports.okezone.com/amp/2022/07/25/40/2636140/profil-dan-biodata-yolla-yuliana-atlet-timnas-bola-voli-putri-yang-dipuji-media-vietnam-karena-kecantikannya	https://en.wikipedia.org/wiki/Yolla_Yuliana	-	-
W-2026-1177	Q115411039	intl	Juliana Toro	1995-01-29	31	Colombia	Instagram:juli10toro	https://en.volleyballworld.com/volleyball/competitions/women-worldchampionship-2022/players/141509	-	-	-
W-2026-1178	Q124150989	intl	Mahsa Arasteh	1989-01-28	37	Iran	Instagram:mahsaa_arasteh	-	https://en.wikipedia.org/wiki/Mahsa_Arasteh	-	-
W-2026-1179	Q134486515	intl	Marie Meynckens	2004-07-09	22	Belgium	Instagram:marie.meynckens	https://women.volleybox.net/de/marie-meynckens-p37499/clubs	-	-	-
W-2026-1180	Q134880482	intl	Neslihan Turan	1980-07-29	46	Turkey	Instagram:neslihan_turan_lila	-	https://en.wikipedia.org/wiki/Neslihan_Turan	-	-
W-2026-1181	Q135234325	intl	Liza Lutter	1992-02-12	34	Hungary	Instagram:lutterliza_ingatlan;TikTok:lizalutter	https://women.volleybox.net/hu/liza-lutter-p16466/clubs	-	-	-
W-2026-1182	Q135235038	beach	Judit Kolada	1992-02-22	34	Hungary	Instagram:juditkolada	https://women.volleybox.net/hu/judit-kolada-p16390/clubs	-	-	-
W-2026-1183	Q138009060	intl	Nikola Kvapilová	1994-04-03	32	Slovakia	Instagram:niki_kvapil	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1184	Q138393698	beach	Kristína Harmanová	1994-06-30	32	Slovakia	Instagram:kiki.liciousss	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
W-2026-1185	Q139321082	intl	Anny Caroliny Ramos	1992-06-27	34	Brazil	Instagram:annycaaroliny	-	-	-	AGE_EVIDENCE_NAMED_SOURCE_ONLY
